player_id,F_name,L_Name,position,height,weight,birth_year,college,draft_round,draft_position,draft_year,current_salary
14045,Marc,Mariani,WR,,190,1987,Montana,7,222,2010,
14056,Marcus,Mariota,QB,,215,1993,Oregon,1,2,2015,"615,000"
14071,Laurence,Maroney,RB,,210,1985,Minnesota,1,21,2006,
14097,Brandon,Marshall,WR,,229,1984,Central Florida,4,119,2006,"3,000,000"
14118,Rasheed,Marshall,WR,,185,1981,West Virginia,5,174,2005,
14145,David,Martin,TE,6-4,260,1979,Tennessee,6,198,2001,
14151,Doug,Martin,RB,,223,1989,Boise St.,1,31,2012,"5,764,706"
14162,Ingle,Martin,QB,,220,1982,Furman,5,148,2006,
14173,Keshawn,Martin,WR,,190,1990,Michigan St.,4,121,2012,
14191,Tee,Martin,QB,,225,1978,Tennessee,5,163,2000,
14229,Tre,Mason,RB,,207,1993,Auburn,3,75,2014,
14232,Mohamed,Massaquoi,WR,,210,1986,Georgia,2,50,2009,
14233,Tim,Massaquoi,TE,,253,1982,Michigan,7,244,2006,
14235,Chris,Massey,RB,6-0,245,1979,Marshall,7,243,2002,
14267,Ryan,Mathews,RB,,220,1987,Fresno St.,1,12,2010,
14274,Jerome,Mathis,WR,,181,1983,Hampton,4,114,2005,
14311,Jordan,Matthews,WR,,212,1992,Vanderbilt,2,42,2014,"1,094,900"
14314,Rishard,Matthews,WR,,212,1989,Nevada,7,227,2012,"5,000,000"
14333,Matt,Mauck,QB,,213,1979,LSU,7,225,2004,
14335,Reagan,Maui'a,RB,,260,1984,Hawaii,6,181,2007,
14357,Marcus,Maxwell,WR,,205,1983,Oregon,7,223,2005,
14392,Vince,Mayle,WR,,224,1991,Washington St.,4,123,2015,"540,000"
14406,Devante,Mays,RB,,230,1994,Utah St.,7,238,2017,"465,000"
14411,Lee,Mays,WR,,200,1978,Texas-El Paso,6,202,2002,
14424,Jason,McAddley,WR,,200,1979,Alabama,5,149,2002,
14429,Pat,McAfee,K,,228,1987,West Virginia,7,222,2009,
14435,Deuce,McAllister,RB,,232,1978,Mississippi,1,23,2001,
14450,Tre,McBride,WR,,210,1992,William & Mary,7,245,2015,"615,000"
14460,Christian,McCaffrey,RB,5-11,202,1996,Stanford,1,8,2017,"465,000"
14483,Darnerien,McCants,WR,6-3,214,1978,Delaware St.,5,154,2001,
14487,Justin,McCareins,WR,,215,1978,Northern Illinois,4,124,2001,
14490,A.J.,McCarron,QB,6-3,220,1990,Alabama,5,164,2014,"690,000"
14518,Le'Ron,McClain,RB,,260,1984,Alabama,4,137,2007,
14550,Dexter,McCluster,WR,,165,1989,Mississippi,2,36,2010,
14566,Quentin,McCord,WR,,188,1978,Kentucky,7,236,2001,
14580,Josh,McCown,QB,6-4,212,1979,SMU,3,81,2002,
14581,Luke,McCown,QB,,208,1981,Louisiana Tech,4,106,2004,
14583,Anthony,McCoy,TE,,244,1987,USC,6,185,2010,
14584,Colt,McCoy,QB,,209,1987,Texas,3,85,2010,"2,800,000"
14590,LeRon,McCoy,WR,,205,1982,Indiana (PA),7,226,2005,
14591,LeSean,McCoy,RB,,215,1988,Pittsburgh,2,53,2009,"6,000,000"
14683,Shaun,McDonald,WR,,183,1981,Arizona St.,4,106,2003,
14688,Vance,McDonald,TE,,267,1990,Rice,2,55,2013,"2,100,000"
14712,Greg,McElroy,QB,,222,1988,Alabama,7,208,2011,
14725,Darren,McFadden,RB,,210,1987,Arkansas,1,4,2008,"900,000"
14741,Willis,McGahee,RB,,228,1981,Miami (FL),1,23,2003,
14763,Stephen,McGee,QB,,223,1985,Texas A&M;,4,101,2009,
14819,Elijah,McGuire,RB,,214,1994,La-Lafayette,6,188,2017,"465,000"
14864,Isaiah,McKenzie,WR,,173,1995,Georgia,5,172,2017,"465,000"
14881,Kenny,McKinley,WR,,182,1987,South Carolina,5,141,2009,
14897,Jerick,McKinnon,RB,,205,1992,Georgia Southern,3,96,2014,"700,000"
14903,Joe,McKnight,RB,,190,1988,USC,4,112,2010,
14937,Mike,McMahon,QB,,215,1979,Rutgers,5,149,2001,
14945,Randy,McMichael,TE,6-3,250,1979,Georgia,4,114,2002,
14964,Billy,McMullen,WR,6-4,210,1980,Virginia,3,95,2003,
14980,Reggie,McNeal,QB,6-2,200,1983,Texas A&M;,6,193,2006,
14999,Marvin,McNutt,WR,,216,1989,Iowa,6,194,2012,
15041,Robert,Meachem,WR,,214,1984,Tennessee,1,27,2007,
15052,Rondell,Mealey,RB,,224,1977,LSU,7,252,2000,
15063,Justin,Medlock,K,,201,1983,UCLA,5,160,2007,
15080,Taylor,Mehlhaff,K,,185,1985,Wisconsin,6,178,2008,
15083,Kerry,Meier,WR,6-2,219,1986,Kansas,5,165,2010,
15085,Shad,Meier,TE,,255,1978,Kansas St.,3,90,2001,
15112,Rashard,Mendenhall,RB,,210,1987,Illinois,1,23,2008,
15172,Zach,Mettenberger,QB,,224,1991,LSU,6,178,2014,
15195,Christine,Michael,RB,,220,1990,Texas A&M;,2,62,2013,"378,800"
15286,Braxton,Miller,WR,,204,1992,Ohio St.,3,85,2016,"557,500"
15320,Heath,Miller,TE,,256,1982,Virginia,1,30,2005,
15340,Lamar,Miller,RB,,215,1991,Miami (FL),4,97,2012,"5,500,000"
15372,Zach,Miller,TE,6-5,256,1985,Arizona St.,2,38,2007,
15373,Zach,Miller,TE,,233,1984,Nebraska-Omaha,6,180,2009,"1,500,000"
15402,Martrez,Milner,TE,,256,1984,Georgia,4,133,2007,
15429,Snoop,Minnis,WR,,172,1977,Florida St.,3,77,2001,
15433,Travis,Minor,RB,,205,1979,Florida St.,3,85,2001,
15448,Brandon,Miree,RB,,237,1981,Alabama,7,247,2004,
15470,Carlton,Mitchell,WR,,212,1988,South Florida,6,177,2010,
15481,Freddie,Mitchell,WR,,184,1978,UCLA,1,25,2001,
15497,Malcolm,Mitchell,WR,,194,1993,Georgia,4,112,2016,"363,000"
15499,Marko,Mitchell,WR,,204,1985,Nevada,7,243,2009,
15528,Joe,Mixon,RB,,228,1996,Oklahoma,2,48,2017,"465,000"
15535,Ryan,Moats,RB,,210,1982,Louisiana Tech,3,77,2005,
15548,Tony,Moeaki,TE,,250,1987,Iowa,3,93,2010,
15581,Donte,Moncrief,WR,,221,1993,Mississippi,3,90,2014,"1,797,000"
15657,Chris,Moore,WR,6-1,203,1993,Cincinnati,4,107,2016,"540,000"
15658,Clarence,Moore,WR,,211,1982,Northern Arizona,6,199,2004,
15669,Denarius,Moore,WR,,195,1988,Tennessee,5,148,2011,
15700,Kenny,Moore,WR,5-11,199,1985,Wake Forest,5,136,2008,
15718,Mewelde,Moore,RB,,210,1982,Tulane,4,119,2004,
15763,Johnnie,Morant,WR,,229,1981,Syracuse,5,134,2004,
15766,Frank,Moreau,RB,,223,1976,Louisville,4,115,2000,
15772,Vernand,Morency,RB,,212,1980,Oklahoma St.,3,73,2005,
15773,Knowshon,Moreno,RB,,215,1987,Georgia,1,12,2009,
15788,David,Morgan,TE,,262,1993,Texas-San Antonio,6,188,2016,"540,000"
15796,Josh,Morgan,WR,,218,1985,Virginia Tech,6,174,2008,
15803,Quincy,Morgan,WR,,210,1977,Kansas St.,2,33,2001,
15814,Cameron,Morrah,TE,,244,1987,California,7,248,2009,
15817,Alfred,Morris,RB,,219,1988,Florida Atlantic,6,173,2012,"1,200,000"
15842,Maurice,Morris,RB,,202,1979,Oregon,2,54,2002,
15851,Sammy,Morris,RB,,220,1977,Texas Tech,5,156,2000,
15852,Sylvester,Morris,WR,,206,1977,Jackson St.,1,21,2000,
15887,Chad,Morton,RB,,203,1977,USC,5,166,2000,
15936,Santana,Moss,WR,,185,1979,Miami (FL),1,16,2001,
15937,Sinorice,Moss,WR,,185,1983,Miami (FL),2,44,2006,
16020,Keith,Mumphery,WR,6-0,215,1992,Michigan St.,5,175,2015,
16051,Frank,Murphy,WR,,206,1977,Kansas St.,6,170,2000,
16062,Louis,Murphy,WR,,200,1987,Florida,4,124,2009,"423,528"
16063,Marcus,Murphy,RB,,188,1991,Missouri,7,230,2015,
16066,Matt,Murphy,TE,6-5,260,1980,Maryland,7,252,2002,
16075,Terrence,Murphy,WR,,202,1982,Texas A&M;,2,58,2005,
16086,DeMarco,Murray,RB,6-0,214,1988,Oklahoma,3,71,2011,"6,250,000"
16093,Latavius,Murray,RB,,225,1990,Central Florida,6,181,2013,"900,000"
16121,Brandon,Myers,TE,,250,1985,Iowa,6,202,2009,
16149,Legedu,Naanee,WR,,225,1983,Boise St.,5,172,2007,
16171,John,Nalbone,TE,,257,1986,Monmouth,5,161,2009,
16173,Craig,Nall,QB,,230,1979,LSU,5,164,2002,
16185,Damien,Nash,RB,,215,1982,Missouri,5,142,2005,
16194,Ryan,Nassib,QB,,227,1990,Syracuse,4,110,2013,"683,824"
16205,John,Navarre,QB,,250,1980,Michigan,7,202,2004,
16233,Larry,Ned,RB,,217,1978,San Diego St.,6,197,2002,
16277,JJ,Nelson,WR,,156,1992,Ala-Birmingham,5,159,2015,"615,000"
16279,Jordy,Nelson,WR,,215,1985,Kansas St.,2,36,2008,"8,250,000"
16292,Shawn,Nelson,TE,,238,1985,Southern Miss,4,121,2009,
16359,Kendall,Newson,WR,,197,1980,Middle Tenn. St.,7,222,2002,
16363,Cam,Newton,QB,,260,1989,Auburn,1,1,2011,"13,166,666"
16405,Hakeem,Nicks,WR,,210,1988,North Carolina,1,29,2009,
16423,Troy,Niklas,TE,,270,1992,Notre Dame,2,52,2014,"968,632"
16456,David,Njoku,TE,,246,1996,Miami (FL),1,29,2017,"465,000"
16532,Dennis,Northcutt,WR,,175,1977,Arizona,2,32,2000,
16548,Jerious,Norwood,RB,,205,1983,Mississippi St.,3,79,2006,
16550,Kevin,Norwood,WR,,198,1989,Alabama,4,123,2014,"615,000"
16578,Mike,Nugent,K,5-10,182,1982,Ohio St.,2,47,2005,"588,240"
16581,Keith,Null,QB,,222,1985,West Texas A&M;,6,196,2009,
16625,Jake,O'Connell,TE,,255,1985,Miami (OH),7,237,2009,
16626,Kevin,O'Connell,QB,,225,1985,San Diego St.,3,94,2008,
16648,Dan,O'Leary,TE,6-3,248,1977,Notre Dame,6,195,2001,
16649,Nick,O'Leary,TE,,247,1992,Florida St.,6,194,2015,"615,000"
16680,J.T.,O'Sullivan,QB,,220,1979,California-Davis,6,186,2002,
16697,Ben,Obomanu,WR,,203,1983,Auburn,7,249,2006,
16736,Chris,Ogbonnaya,RB,,220,1986,Texas,7,211,2009,
16815,Greg,Olsen,TE,,254,1985,Miami (FL),1,31,2007,"6,500,000"
16839,Xavier,Omon,RB,,226,1985,NW Missouri St.,6,179,2008,
16843,Fendi,Onobun,TE,,249,1986,Houston,6,170,2010,
16860,Dan,Orlovsky,QB,,230,1983,Connecticut,5,145,2005,
16877,Kyle,Orton,QB,,226,1982,Purdue,4,106,2005,
16905,Brock,Osweiler,QB,6-7,240,1990,Arizona St.,2,57,2012,
16937,Chad,Owens,WR,,183,1982,Hawaii,6,185,2005,
16948,John,Owens,TE,6-3,266,1980,Notre Dame,5,138,2002,
17002,Curtis,Painter,QB,,230,1985,Purdue,6,201,2009,
17016,Carson,Palmer,QB,,230,1979,USC,1,1,2003,"15,500,000"
17023,Jesse,Palmer,QB,,225,1978,Florida,4,125,2001,
17024,Jordan,Palmer,QB,6-5,232,1984,Texas-El Paso,6,205,2007,
17083,DeVante,Parker,WR,,209,1993,Louisville,1,14,2015,"1,423,776"
17109,Samie,Parker,WR,5-11,190,1981,Oregon,4,105,2004,
17133,Jalen,Parmele,RB,,224,1985,Toledo,6,176,2008,
17145,Roscoe,Parrish,WR,,168,1982,Miami (FL),2,55,2005,
17167,Bear,Pascoe,TE,,257,1986,Fresno St.,6,184,2009,
17192,Ben,Patrick,TE,,252,1984,Duke,7,215,2007,
17208,Cordarrelle,Patterson,WR,,216,1991,Tennessee,1,29,2013,
17230,Quinton,Patton,WR,,204,1990,Louisiana Tech,4,128,2013,
17239,Niles,Paul,WR,6-1,225,1989,Nebraska,5,155,2011,"1,750,000"
17247,David,Paulson,TE,,243,1989,Oregon,7,240,2012,
17268,Jordan,Payton,WR,,216,1993,UCLA,5,154,2016,
17275,Isaiah,Pead,RB,5-10,197,1989,Cincinnati,2,50,2012,
17276,Charone,Peake,WR,,208,1992,Clemson,7,241,2016,"540,000"
17283,Alvin,Pearman,RB,,208,1982,Virginia,4,127,2005,
17313,Justin,Peelle,TE,,255,1979,Oregon,4,103,2002,
17314,Cedric,Peerman,RB,,210,1986,Virginia,6,185,2009,"900,000"
17344,Chad,Pennington,QB,,225,1976,Marshall,1,18,2000,
17370,Samaje,Perine,RB,,233,1995,Oklahoma,4,114,2017,"465,000"
17382,Paul,Perkins,RB,,210,1994,UCLA,5,149,2016,"540,000"
17396,Breshad,Perriman,WR,,214,1993,Central Florida,1,26,2015,"1,226,392"
17403,Bruce,Perry,RB,,200,1981,Maryland,7,242,2004,
17404,Chris,Perry,RB,,224,1981,Michigan,1,26,2004,
17423,Tab,Perry,WR,,229,1982,UCLA,6,190,2005,
17444,Nathan,Peterman,QB,,226,1994,Pittsburgh,5,171,2017,"465,000"
17462,Adrian,Peterson,RB,5-10,210,1979,Georgia Southern,6,199,2002,
17463,Adrian,Peterson,RB,,217,1985,Oklahoma,1,7,2007,"1,000,000"
17503,Brandon,Pettigrew,TE,,257,1985,Oklahoma St.,1,20,2009,
17505,Austin,Pettis,WR,,205,1988,Boise St.,3,78,2011,
17509,Bryce,Petty,QB,6-3,230,1991,Baylor,4,103,2015,"615,000"
17542,John,Phillips,TE,,250,1987,Virginia,6,208,2009,
17565,Mareno,Philyaw,WR,,208,1977,Troy,6,172,2000,
17580,Cody,Pickett,QB,,220,1980,Washington,7,217,2004,
17587,Bernard,Pierce,RB,6-0,215,1990,Temple,3,84,2012,
17613,Tony,Pike,QB,,212,1986,Cincinnati,6,204,2010,
17614,Kealoha,Pilares,WR,,213,1988,Hawaii,5,132,2011,
17636,Todd,Pinkston,WR,,180,1977,Southern Miss,2,36,2000,
17637,Artose,Pinner,RB,,232,1978,Kentucky,4,99,2003,
17654,Dennis,Pitta,TE,,245,1985,BYU,4,114,2010,
17655,Antonio,Pittman,RB,,207,1985,Ohio St.,4,107,2007,
17710,Owen,Pochman,K,,180,1977,BYU,7,216,2001,
17711,Jason,Pociask,TE,,266,1983,Wisconsin,5,150,2006,
17755,Christian,Ponder,QB,,222,1988,Florida St.,1,12,2011,
17757,Willie,Ponder,WR,,205,1980,Tulsa,6,199,2003,
17786,Leonard,Pope,TE,,264,1983,Georgia,3,72,2006,
17803,Jerry,Porter,WR,,220,1978,West Virginia,2,47,2000,
17821,Clinton,Portis,RB,,205,1981,Miami (FL),2,51,2002,
17824,DeVier,Posey,WR,,211,1989,Ohio St.,3,68,2012,
17835,John,Potter,K,6-2,209,1990,West. Michigan,7,251,2012,
17858,Bilal,Powell,RB,5-11,204,1988,Louisville,4,126,2011,"3,750,000"
17882,Walt,Powell,WR,,189,1991,Murray St.,6,196,2014,"527,644"
17906,Travis,Prentice,RB,,221,1976,Miami (OH),3,63,2000,
17907,Dak,Prescott,QB,,226,1993,Mississippi St.,4,135,2016,"540,000"
17951,Taylor,Price,WR,,204,1987,Ohio,3,90,2010,
17995,C.J.,Prosise,RB,,220,1994,Notre Dame,3,90,2016,"565,000"
18011,MyCole,Pruitt,TE,6-2,251,1992,Southern Illinois,5,143,2015,
18016,Terrelle,Pryor,QB,,240,1989,Ohio St.,3,1,2011,
18054,Jeb,Putzier,TE,6-4,256,1979,Boise St.,6,191,2002,
18074,Andrew,Quarless,TE,,248,1988,Penn St.,5,154,2010,
18080,Brian,Quick,WR,,209,1989,Appalachian St.,2,33,2012,
18092,Brady,Quinn,QB,,232,1984,Notre Dame,1,22,2007,
18099,Richard,Quinn,TE,,260,1986,North Carolina,2,64,2009,
18113,Neil,Rackers,K,6-0,205,1976,Illinois,6,169,2000,
18142,Dave,Ragone,QB,,245,1979,Louisville,3,88,2003,
18153,Chris,Rainey,RB,,178,1988,Florida,5,159,2012,
18163,Ken-Yon,Rambo,WR,6-1,195,1978,Ohio St.,7,229,2001,
18179,Patrick,Ramsey,QB,,225,1979,Tulane,1,32,2002,
18195,Joseph,Randle,RB,,204,1991,Oklahoma St.,5,151,2013,
18196,Rueben,Randle,WR,6-2,208,1991,LSU,2,63,2012,
18199,Antwaan,Randle,WR,5-10,192,1979,Indiana,2,62,2002,
18239,Tim,Rattay,QB,,200,1977,Louisiana Tech,7,212,2000,
18270,Dave,Rayner,K,,209,1982,Michigan St.,6,202,2005,
18310,Chris,Redman,QB,,223,1977,Louisville,3,75,2000,
18317,J.R.,Redmond,RB,5-11,215,1977,Arizona St.,3,76,2000,
18338,David,Reed,WR,,188,1987,Utah,5,156,2010,
18350,Jordan,Reed,TE,6-3,236,1990,Florida,3,85,2013,"3,750,000"
18351,Josh,Reed,WR,,208,1980,LSU,2,36,2002,
18434,Willie,Reid,WR,,190,1982,Florida St.,3,95,2006,
18464,Sean,Renfree,QB,6-3,219,1990,Duke,7,249,2013,
18520,Josh,Reynolds,WR,,194,1995,Texas A&M;,4,117,2017,"465,000"
18567,Ray,Rice,RB,,195,1987,Rutgers,2,55,2008,
18570,Sidney,Rice,WR,,200,1986,South Carolina,2,44,2007,
18602,Daryl,Richardson,RB,,192,1990,Abilene Christian,7,252,2012,
18621,Paul,Richardson,WR,,175,1992,Colorado,2,45,2014,"1,062,659"
18630,Trent,Richardson,RB,,228,1990,Alabama,1,3,2012,
18654,Theo,Riddick,RB,5-10,201,1991,Notre Dame,6,199,2013,"1,075,000"
18658,Dante,Ridgeway,WR,,206,1984,Ball St.,6,192,2005,
18664,Stevan,Ridley,RB,,230,1989,LSU,3,73,2011,
18712,Javon,Ringer,RB,,200,1987,Michigan St.,5,173,2009,
18736,Mychal,Rivera,TE,,242,1990,Tennessee,6,184,2013,"1,250,000"
18745,Philip,Rivers,QB,,228,1981,North Carolina St.,1,4,2004,"11,000,000"
18772,Mike,Roberg,TE,,263,1977,Idaho,7,227,2001,
18781,Andre,Roberts,WR,,192,1988,The Citadel,3,88,2010,"1,300,000"
18799,Michael,Roberts,TE,,270,1994,Toledo,4,127,2017,"465,000"
18831,Adrien,Robinson,TE,6-4,264,1988,Cincinnati,4,127,2012,
18832,Aldrick,Robinson,WR,,184,1988,SMU,6,178,2011,
18833,Allen,Robinson,WR,,220,1993,Penn St.,2,61,2014,"898,755"
18846,Demarcus,Robinson,WR,,203,1994,Florida,4,126,2016,"540,000"
18847,Denard,Robinson,WR,,199,1990,Michigan,5,135,2013,
18880,Josh,Robinson,RB,,215,1992,Mississippi St.,6,205,2015,
18883,Kevin,Robinson,WR,,190,1984,Utah St.,6,182,2008,
18885,Koren,Robinson,WR,,205,1980,North Carolina St.,1,9,2001,
18888,Laurent,Robinson,WR,,192,1985,Illinois St.,3,75,2007,
18906,Ryne,Robinson,WR,,179,1984,Miami (OH),4,118,2007,
18917,Zac,Robinson,QB,,218,1986,,7,250,2010,
18918,Brian,Robiskie,WR,,207,1987,Ohio St.,2,36,2009,
18930,Courtney,Roby,WR,,189,1983,Indiana,3,68,2005,
18951,Aaron,Rodgers,QB,,223,1983,California,1,24,2005,"12,550,000"
18955,Jacquizz,Rodgers,RB,,190,1990,Oregon St.,5,145,2011,
18959,Richard,Rodgers,TE,,257,1992,California,3,98,2014,"1,787,000"
18964,Evan,Rodriguez,TE,,242,1988,Temple,4,111,2012,
18977,Ben,Roethlisberger,QB,,240,1982,Miami (OH),1,11,2004,"12,000,000"
18984,Charles,Rogers,WR,,202,1981,Michigan St.,1,2,2003,
19077,Dante,Rosario,TE,,244,1984,Oregon,5,155,2007,
19099,Sage,Rosenfels,QB,,222,1978,Iowa St.,4,109,2001,
19120,John,Ross,WR,,188,1994,Washington,1,9,2017,"465,000"
19182,Eddie,Royal,WR,5-10,182,1986,Virginia Tech,2,42,2008,
19184,Robert,Royal,TE,,257,1979,LSU,5,160,2002,
19187,Evan,Royster,RB,6-0,218,1987,Penn St.,6,177,2011,
19210,Martin,Rucker,TE,,238,1985,Missouri,4,111,2008,
19217,Jake,Rudock,QB,,199,1993,Michigan,6,191,2016,"540,000"
19223,Kyle,Rudolph,TE,,265,1989,Notre Dame,2,43,2011,"5,150,000"
19244,J.D.,Runnels,RB,,237,1984,Oklahoma,6,195,2006,
19272,Cliff,Russell,WR,,193,1979,Utah,3,87,2002,
19280,JaMarcus,Russell,QB,,265,1985,LSU,1,1,2007,
19319,Matt,Ryan,QB,,217,1985,Boston Col.,1,3,2008,"15,750,000"
19322,Sean,Ryan,TE,6-5,254,1980,Boston Col.,5,144,2004,
19377,Greg,Salas,WR,,206,1988,Hawaii,4,112,2011,
19395,P.K.,Sam,WR,,210,1983,Florida St.,5,164,2004,
19403,DeMarco,Sampson,WR,,201,1985,San Diego St.,7,249,2011,
19414,Curtis,Samuel,WR,,196,1996,Ohio St.,2,40,2017,"465,000"
19427,Mark,Sanchez,QB,,225,1986,USC,1,5,2009,"1,000,000"
19436,Ace,Sanders,WR,,173,1991,South Carolina,4,101,2013,
19446,Darnell,Sanders,TE,,270,1979,Ohio St.,4,122,2002,
19449,Emmanuel,Sanders,WR,5-11,186,1987,SMU,3,82,2010,"6,750,000"
19486,Bishop,Sankey,RB,5-10,209,1992,Washington,2,54,2014,"690,000"
19489,Tom,Santi,TE,,250,1985,Virginia,6,196,2008,
19495,Mohamed,Sanu,WR,,215,1989,Rutgers,3,83,2012,"6,000,000"
19532,Eric,Saubert,TE,,253,1994,Drake,5,174,2017,"465,000"
19547,Jalen,Saunders,WR,,165,1992,Oklahoma,4,104,2014,
19556,Tom,Savage,QB,,228,1990,Pittsburgh,4,135,2014,"690,000"
19581,Bo,Scaife,TE,,249,1981,Texas,6,179,2005,
19618,Matt,Schaub,QB,6-5,235,1981,Virginia,3,90,2004,"2,250,000"
19621,Tony,Scheffler,TE,,255,1983,West. Michigan,2,61,2006,
19635,Jake,Schifino,WR,,201,1979,Akron,5,151,2002,
19636,Chaz,Schilens,WR,,225,1985,San Diego St.,7,226,2008,
19671,Owen,Schmitt,RB,,251,1985,West Virginia,5,163,2008,
19687,Matt,Schobel,TE,6-5,257,1978,Texas A&M;,3,67,2002,
19767,Josh,Scobee,K,,191,1982,Louisiana Tech,5,137,2004,
19768,Josh,Scobey,RB,,222,1979,Kansas St.,6,185,2002,
19774,Bernard,Scott,RB,,200,1984,Abilene Christian,6,209,2009,
19789,Da'Rel,Scott,RB,,205,1988,Maryland,7,221,2011,
19798,Gari,Scott,WR,,191,1978,Michigan St.,4,99,2000,
19897,Austin,Seferian-Jenkins,TE,,262,1992,Washington,2,38,2014,"936,690"
19906,Mike,Seidman,TE,,261,1981,UCLA,3,76,2003,
19983,Adam,Shaheen,TE,,278,1993,Ashland,2,45,2017,"465,000"
20009,Tajae,Sharpe,WR,,189,1994,Massachusetts,5,140,2016,"540,000"
20045,Aaron,Shea,TE,,255,1976,Michigan,4,110,2000,
20082,Eric,Shelton,RB,,246,1983,Florida St.,2,54,2005,
20091,Sterling,Shepard,WR,,194,1994,Oklahoma,2,40,2016,"720,208"
20111,Anthony,Sherman,RB,,244,1988,Connecticut,5,136,2011,"1,100,000"
20125,Visanthe,Shiancoe,TE,,250,1980,Morgan St.,3,91,2003,
20141,Jordan,Shipley,WR,,190,1985,Texas,3,84,2010,
20164,Jeremy,Shockey,TE,6-5,253,1980,Miami (FL),1,14,2002,
20182,Cecil,Shorts,WR,,200,1987,Mount Union,4,114,2011,
20195,Mickey,Shuler,TE,,242,1986,Penn St.,7,214,2010,
20223,Trevor,Siemian,QB,,215,1991,Northwestern,7,250,2015,"615,000"
20287,Sam,Simmons,WR,5-9,200,1979,Northwestern,5,170,2002,
20295,Chris,Simms,QB,,220,1980,Texas,3,97,2003,
20326,Jerome,Simpson,WR,,193,1986,Coastal Carolina,2,46,2008,
20338,Charles,Sims,RB,,214,1990,West Virginia,3,69,2014,"764,000"
20342,Dion,Sims,TE,,262,1991,Michigan St.,4,106,2013,"2,000,000"
20364,Mike,Sims-Walker,WR,,197,1984,Central Florida,3,79,2007,
20409,John,Skelton,QB,,244,1988,Fordham,5,155,2010,
20443,Matt,Slater,WR,6-0,198,1985,UCLA,5,153,2008,"900,000"
20446,Steve,Slaton,RB,,195,1986,West Virginia,3,89,2008,
20483,Kiero,Small,RB,,244,1989,Arkansas,7,227,2014,
20487,Wendell,Smallwood,RB,,208,1994,West Virginia,5,153,2016,"540,000"
20495,Brad,Smelley,TE,,237,1989,Alabama,7,247,2012,
20496,DeAndre,Smelter,WR,6-2,226,1991,Georgia Tech,4,132,2015,
20508,Alex,Smith,TE,,258,1982,Stanford,3,71,2005,
20509,Alex,Smith,QB,,212,1984,Utah,1,1,2005,"10,800,000"
20541,Brad,Smith,QB,,210,1983,Missouri,4,103,2006,
20586,Devin,Smith,WR,6-0,190,1992,Ohio St.,2,37,2015,"968,857"
20607,Emanuel,Smith,WR,6-1,210,1976,Arkansas,6,196,2000,
20622,Geno,Smith,QB,,218,1990,West Virginia,2,39,2013,"775,000"
20671,Jonathan,Smith,WR,,194,1981,Georgia Tech,7,214,2004,
20672,Jonnu,Smith,TE,6-3,248,1995,Florida International,3,100,2017,"465,000"
20685,Kevin,Smith,RB,,210,1986,Central Florida,3,64,2008,
20688,Kolby,Smith,RB,,214,1984,Louisville,5,148,2007,
20689,L.J.,Smith,TE,6-3,258,1980,Rutgers,2,61,2003,
20698,Lee,Smith,TE,6-6,269,1987,Tennessee,5,159,2011,"1,000,000"
20705,Marcus,Smith,WR,,214,1985,New Mexico,4,106,2008,
20716,Michael,Smith,RB,5-9,205,1988,Utah St.,7,212,2012,
20722,Musa,Smith,RB,6-0,232,1982,Georgia,3,77,2003,
20729,Onterrio,Smith,RB,5-10,214,1980,Tennessee,4,105,2003,
20735,Paul,Smith,RB,,234,1978,Texas-El Paso,5,132,2000,
20769,Rusty,Smith,QB,,212,1987,Florida Atlantic,6,176,2010,
20783,Steve,Smith,WR,,185,1979,Utah,3,74,2001,
20785,Steve,Smith,WR,,195,1985,USC,2,51,2007,
20801,Torrey,Smith,WR,,205,1989,Maryland,2,58,2011,"4,000,000"
20803,Trent,Smith,TE,,245,1979,Oklahoma,7,223,2003,
20805,Troy,Smith,QB,6-0,225,1984,Ohio St.,5,174,2007,
20826,Zuriel,Smith,WR,5-11,166,1980,Hampton,6,186,2003,
20827,JuJu,Smith-Schuster,WR,,215,1996,USC,2,62,2017,"465,000"
20844,Jason,Snelling,RB,5-11,235,1983,Virginia,7,244,2007,
20912,Jim,Sorgi,QB,,196,1980,Wisconsin,6,193,2004,
20922,R.,Jay,WR,5-11,178,1978,USC,1,29,2000,
20931,Matt,Spaeth,TE,,270,1983,Minnesota,3,77,2007,
21004,C.J.,Spiller,RB,,194,1987,Clemson,1,9,2010,"582,253"
21033,Jeremy,Sprinkle,TE,,252,1994,Arkansas,5,154,2017,"465,000"
21034,Darren,Sproles,RB,,181,1983,Kansas St.,4,130,2005,"4,000,000"
21049,Brad,St.,TE,,247,1976,SW Missouri St.,7,210,2000,
21050,Brian,St.,QB,6-3,230,1979,Boston Col.,5,163,2003,
21055,Dave,Stachelski,TE,,250,1977,Boise St.,5,141,2000,
21063,Zac,Stacy,RB,,216,1991,Vanderbilt,5,160,2013,
21069,Matthew,Stafford,QB,,230,1988,Georgia,1,1,2009,"1,000,000"
21086,Donte',Stallworth,WR,,197,1980,Tennessee,1,13,2002,
21096,Isaiah,Stanback,WR,,216,1984,Washington,4,103,2007,
21108,Derek,Stanley,WR,,173,1985,Wisc-Whitewater,7,249,2007,
21119,Drew,Stanton,QB,,236,1984,Michigan St.,2,43,2007,
21122,Ricky,Stanzi,QB,,223,1987,Iowa,5,135,2011,
